name,packaging,inn,atc,distributor,releasable_by,shortage,releasable
Acidum Hydrofluoricum (Fluoricum acidum) Balls (9ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum Hydrofluoricum (Fluoricum acidum) Balls (12ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum Hydrofluoricum (Fluoricum acidum) Balls (15ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum Hydrofluoricum (Fluoricum acidum) Balls (30ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum Hydrofluoricum (Fluoricum Acidum) Balls (200ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum nicotinicum vasc 50 mg tablets 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum oxalicum balls (3ch) 100 x - in bubble packaging,100 x - in bubble packaging,nicotinic acid,C04AC01,'PannonPharma Kft.,V,0,1
Acidum oxalicum balls (5ch) 20 x - in bubble packaging,20 x - in bubble packaging,nicotinic acid,C04AC01,'PannonPharma Kft.,V,0,1
Acidum oxalicum balls (6ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum oxalicum balls (9ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum oxalicum balls (12ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum oxalicum balls (15ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum oxalicum balls (30ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum oxalicum balls (200ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum phosphoricum balls (C 5) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum phosphoricum balls (C 6) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum phosphoricum balls (C 9) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum phosphoricum balls (C 12) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum phosphoricum balls (C 15) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum phosphoricum balls (C 30) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum phosphoricum balls (C200) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum sulfuricum balls (2ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum sulfuricum bullets (5ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum sulfuricum balls (6ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum sulfuricum bullets (9ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum sulfuricum bullets (12ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum sulfuricum bullets (15ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum sulfuricum bullets (30ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidum Sulfuricum Balls (200ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidwell 20 mg of gastric juice resistant tablets 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Acidwell 20 mg of gastric juice resistant tablets 7 x - in bubble packaging,7 x - in bubble packaging,pantoprazole,A02BC02,'Sandoz Hungária Kft.,VN,0,1
Acidwell 20 mg of gastric juice resistant tablets 7 x - HDPE container,7 x - HDPE container,pantoprazole,A02BC02,'Sandoz Hungária Kft.,VN,0,1
Acilesol 10 mg gastro-resistant tablets 14 x - in bubble packaging,14 x - in bubble packaging,pantoprazole,A02BC02,'Sandoz Hungária Kft.,VN,0,1
Acilesol 10 mg gastro-resistant tablets 14 x - HDPE container,14 x - HDPE container,pantoprazole,A02BC02,'Sandoz Hungária Kft.,VN,0,1
Acilesol 20 mg gastro-resistant tablets 28 x - in bubble packaging,28 x - in bubble packaging,rabeprazole,A02BC04,'Actavis Group PTC ehf.,V,0,1
Acilesol 20 mg gastro-resistant tablets 56 x - in bubble packaging,56 x - in bubble packaging,rabeprazole,A02BC04,'Actavis Group PTC ehf.,V,0,1
Acilib 20 mg gastro-resistant tablets 28 x - in bubble packaging,28 x - in bubble packaging,rabeprazole,A02BC04,'Actavis Group PTC ehf.,V,0,1
Acilib 20 mg gastro-resistant tablets 56 x - in bubble packaging,56 x - in bubble packaging,rabeprazole,A02BC04,'Actavis Group PTC ehf.,V,0,1
Acilib 20 mg gastro-resistant tablets 7 x - in bubble packaging,7 x - in bubble packaging,pantoprazole,A02BC02,"'DOSE INNOVA, S.L.",VN,0,1
Acilib 20 mg gastro-resistant tablets 7 x - HDPE container,7 x - HDPE container,pantoprazole,A02BC02,"'DOSE INNOVA, S.L.",VN,0,1
Aciphen ointment 14 x - in bubble packaging,14 x - in bubble packaging,pantoprazole,A02BC02,"'DOSE INNOVA, S.L.",VN,0,1
Aciphen ointment 14 x - HDPE container,14 x - HDPE container,pantoprazole,A02BC02,"'DOSE INNOVA, S.L.",VN,0,1
Acizalep 75 mg of gastric juice-resistant film-coated tablets 1 x 50 g in tube,1 x 50 g in tube,diethylamin salicylate,M02AC19,'Wagner-Pharma Kft.,VN,0,1
Acizalep 75 mg of gastric juice-resistant film-coated tablets 1 x 20 g in tube,1 x 20 g in tube,diethylamin salicylate,M02AC19,'Wagner-Pharma Kft.,VN,0,1
Acizalep 75 mg of gastric juice-resistant film-coated tablets 30 x - in a transparent bubble pack,30 x - in a transparent bubble pack,acetylsalicylic acid,B01AC06,'Extractum-Pharma zrt.,VN,0,1
Aclasta 5 mg solution infusion 50 x - in a transparent bubble pack,50 x - in a transparent bubble pack,acetylsalicylic acid,B01AC06,'Extractum-Pharma zrt.,VN,0,1
Aclasta 5 mg solution infusion 100 x - in a transparent bubble pack,100 x - in a transparent bubble pack,acetylsalicylic acid,B01AC06,'Extractum-Pharma zrt.,VN,0,1
AClexa 100 mg of hard capsules 5 x 100 ml -,5 x 100 ml -,zoledronic acid,M05BA08,'Novartis Europharm Ltd.,Sz,0,1
AClexa 100 mg of hard capsules 1 x 100 ml -,1 x 100 ml -,zoledronic acid,M05BA08,'Novartis Europharm Ltd.,Sz,0,1
AClexa 100 mg of hard capsules 10 x - in bubble packaging,10 x - in bubble packaging,celecoxib,M01AH01,'Krka d.d.,V,0,1
AClexa 200 mg hard capsules 20 x - in bubble packaging,20 x - in bubble packaging,celecoxib,M01AH01,'Krka d.d.,V,0,1
AClexa 200 mg hard capsules 30 x - in bubble packaging,30 x - in bubble packaging,celecoxib,M01AH01,'Krka d.d.,V,0,1
AClexa 200 mg hard capsules 10 x - in bubble packaging,10 x - in bubble packaging,celecoxib,M01AH01,'Krka d.d.,V,0,1
Aclotin 250 mg film -coated tablets 20 x - in bubble packaging,20 x - in bubble packaging,celecoxib,M01AH01,'Krka d.d.,V,0,1
Aclotin 250 mg film -coated tablets 30 x - in bubble packaging,30 x - in bubble packaging,celecoxib,M01AH01,'Krka d.d.,V,0,1
Acnex 10 mg/g+0.25 mg/g gel 20 x - in bubble packaging,20 x - in bubble packaging,ticlopidine,B01AC05,'Bausch Health Ireland Ltd.,J,1,1
Acnex 10 mg/g+0.25 mg/g gel 60 x - in bubble packaging,60 x - in bubble packaging,ticlopidine,B01AC05,'Bausch Health Ireland Ltd.,J,1,1
Aconitum Napellus (Aconitum) Balls (5ch) 1 x 30 g in tube,1 x 30 g in tube,clindamycin; tretinoin,D10AF51,'Mylan EPD Kft.,V,1,1
Aconitum Napellus (Aconitum) Balls (6ch) 1 x 60 g in tube,1 x 60 g in tube,clindamycin; tretinoin,D10AF51,'Mylan EPD Kft.,V,1,1
Aconitum Napellus (Aconitum) Balls (9ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aconitum Napellus (Aconitum) Balls (12ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aconitum Napellus (Aconitum) Balls (15ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aconitum Napellus (Aconitum) Balls (30ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aconitum Napellus (Aconitum) Balls (200ch) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 5) 1 x 4 g multi dose,1 x 4 g multi dose,,,'BOIRON,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 5) 1 x 10 g of brown glass bottle,1 x 10 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 5) 1 x 50 g in brown glass bottles,1 x 50 g in brown glass bottles,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 6) 1 x 1 g glass fiber,1 x 1 g glass fiber,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 6) 1 x 20 g of brown glass bottle,1 x 20 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 9) 1 x 50 g in brown glass bottles,1 x 50 g in brown glass bottles,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 9) 1 x 10 g of brown glass bottle,1 x 10 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 9) 1 x 20 g of brown glass bottle,1 x 20 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 9) 1 x 1 g glass fiber,1 x 1 g glass fiber,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 12) 1 x 50 g in brown glass bottles,1 x 50 g in brown glass bottles,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 12) 1 x 10 g of brown glass bottle,1 x 10 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 12) 1 x 20 g of brown glass bottle,1 x 20 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 12) 1 x 1 g glass fiber,1 x 1 g glass fiber,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 15) 1 x 50 g in brown glass bottles,1 x 50 g in brown glass bottles,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 15) 1 x 10 g of brown glass bottle,1 x 10 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 15) 1 x 20 g of brown glass bottle,1 x 20 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 15) 1 x 1 g glass fiber,1 x 1 g glass fiber,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 30) 1 x 50 g in brown glass bottles,1 x 50 g in brown glass bottles,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 30) 1 x 10 g of brown glass bottle,1 x 10 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 30) 1 x 20 g of brown glass bottle,1 x 20 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 30) 1 x 1 g glass fiber,1 x 1 g glass fiber,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 200) 1 x 50 g in brown glass bottles,1 x 50 g in brown glass bottles,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 200) 1 x 10 g of brown glass bottle,1 x 10 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 200) 1 x 20 g of brown glass bottle,1 x 20 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 200) 1 x 1 g glass fiber,1 x 1 g glass fiber,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 1000) 1 x 50 g in brown glass bottles,1 x 50 g in brown glass bottles,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 1000) 1 x 10 g of brown glass bottle,1 x 10 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 1000) 1 x 20 g of brown glass bottle,1 x 20 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C 1000) 1 x 1 g glass fiber,1 x 1 g glass fiber,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C10000) 1 x 50 g in brown glass bottles,1 x 50 g in brown glass bottles,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C10000) 1 x 10 g of brown glass bottle,1 x 10 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C10000) 1 x 20 g of brown glass bottle,1 x 20 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Aconitum Napellus (Aconitum) Balls (C10000) 1 x 1 g glass fiber,1 x 1 g glass fiber,,,'Remedia Homöopathie GmbH,VN,0,1
Actelsar HCT 40 mg/12.5 mg tablets 1 x 50 g in brown glass bottles,1 x 50 g in brown glass bottles,,,'Remedia Homöopathie GmbH,VN,0,1
Actelsar HCT 40 mg/12.5 mg tablets 1 x 10 g of brown glass bottle,1 x 10 g of brown glass bottle,,,'Remedia Homöopathie GmbH,VN,0,1
Actelsar HCT 40 mg/12.5 mg tablets 28 x - in bubble packaging,28 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 40 mg/12.5 mg tablets 56 x - in bubble packaging,56 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 40 mg/12.5 mg tablets 84 x - in bubble packaging,84 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 40 mg/12.5 mg tablets 90 x - in bubble packaging,90 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 40 mg/12.5 mg tablets 98 x - in bubble packaging,98 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 40 mg/12.5 mg tablets 30 x - HDPE container,30 x - HDPE container,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 40 mg/12.5 mg tablets 90 x - HDPE container,90 x - HDPE container,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 40 mg/12.5 mg tablets 250 x - HDPE tank,250 x - HDPE tank,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/12.5 mg tablets 30 x - in bubble packaging,30 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/12.5 mg tablets 14 x - in bubble packaging,14 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/12.5 mg tablets 28 x - in bubble packaging,28 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/12.5 mg tablets 56 x - in bubble packaging,56 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/12.5 mg tablets 84 x - in bubble packaging,84 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/12.5 mg tablets 90 x - in bubble packaging,90 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/12.5 mg tablets 98 x - in bubble packaging,98 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/12.5 mg tablets 30 x - HDPE container,30 x - HDPE container,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/12.5 mg tablets 90 x - HDPE container,90 x - HDPE container,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/25 mg tablets 250 x - HDPE tank,250 x - HDPE tank,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/25 mg tablets 30 x - in bubble packaging,30 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/25 mg tablets 28 x - in bubble packaging,28 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/25 mg tablets 56 x - in bubble packaging,56 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/25 mg tablets 84 x - in bubble packaging,84 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/25 mg tablets 90 x - in bubble packaging,90 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/25 mg tablets 98 x - in bubble packaging,98 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/25 mg tablets 30 x - HDPE container,30 x - HDPE container,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actelsar HCT 80 mg/25 mg tablets 90 x - HDPE container,90 x - HDPE container,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
ACIFED 1 mg/ml + 50 mg/ml solution for nasal spray 14 x - in bubble packaging,14 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actilyse powder and solvent solution for injection or infusion 30 x - in bubble packaging,30 x - in bubble packaging,telmisartan; hydrochlorothiazide,C09DA07,'Actavis Group PTC ehf.,V,0,1
Actilyse powder and solvent solution for injection or infusion 1 x 10 ml in HDPE tank,1 x 10 ml in HDPE tank,Xylometazoline Hydrochloride; dexpanthenol,R01AB06,'Johnson & Johnson Kft.,VN,0,1
Actival extra film -coated tablets 1 x 50/50 mg/ml in vial,1 x 50/50 mg/ml in vial,alteplase,B01AD02,'Boehringer Ingelheim International GmbH,I,0,1
Actival extra film -coated tablets 1 x 20/20 mg/ml in vial,1 x 20/20 mg/ml in vial,alteplase,B01AD02,'Boehringer Ingelheim International GmbH,I,0,1
Actival extra film -coated tablets 30x+30 x - HDPE tank,30x+30 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra film -coated tablets 36 x - HDPE tank,36 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra film -coated tablets 72 x - HDPE tank,72 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra film -coated tablets 108 x - HDPE container,108 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra film -coated tablets 90x+30 x - HDPE tank,90x+30 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra film -coated tablets 60x+60 x - HDPE tank,60x+60 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra film -coated tablets 30 x - HDPE container,30 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra film -coated tablets 60 x - HDPE container,60 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra magnesium film -coated tablet 90 x - HDPE container,90 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra magnesium film -coated tablet 120 x - HDPE tank,120 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra magnesium film -coated tablet 30 x - HDPE container,30 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra magnesium film -coated tablet 36 x - HDPE tank,36 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra magnesium film -coated tablet 60 x - HDPE container,60 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra magnesium film -coated tablet 72 x - HDPE tank,72 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra magnesium film -coated tablet 108 x - HDPE container,108 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival extra magnesium film -coated tablet 90x+30 x - HDPE tank,90x+30 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival junior chewable tablets 60x+60 x - HDPE tank,60x+60 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival junior chewable tablets 30x+30 x - HDPE tank,30x+30 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival junior chewable tablets 30 x - in a container,30 x - in a container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Actival junior chewable tablets 60 x - in a container,60 x - in a container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Actival senior film -coated tablets 120 x - in a container,120 x - in a container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Actival senior film -coated tablets 60x + 60 x - in a container,60x + 60 x - in a container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Actival senior film -coated tablets 90 x - HDPE container,90 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival senior film -coated tablets 90x+30 x - HDPE tank,90x+30 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival senior film -coated tablets 30x+30 x - HDPE tank,30x+30 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival senior plus film -coated tablets 30 x - HDPE container,30 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival senior plus film -coated tablets 60 x - HDPE container,60 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,1,1
Actival senior plus film -coated tablets 90x+30 x - HDPE tank,90x+30 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Actival senior plus film -coated tablets 60x+60 x - HDPE tank,60x+60 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Actival senior plus film -coated tablets 30x+30 x - HDPE tank,30x+30 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Actival senior plus film -coated tablets 120 x - HDPE tank,120 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Actival senior plus film -coated tablets 36 x - HDPE tank,36 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Actival senior plus film -coated tablets 72 x - HDPE tank,72 x - HDPE tank,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Activelle 90 x - HDPE container,90 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Activelle 108 x - HDPE container,108 x - HDPE container,vitamins; minerals,A11AA03,'BÉRES Gyógyszergyár Zrt.,VN,0,1
Activon 100 mg/ml External Solution Spray 3 x 28 - calendar dispenser,3 x 28 - calendar dispenser,norethisterone; estradiol,G03FA01,'Novo Nordisk A/S,Sz,0,1
Activon 100 mg/ml External Solution Spray 1 x 28 - calendar dispenser,1 x 28 - calendar dispenser,norethisterone; estradiol,G03FA01,'Novo Nordisk A/S,Sz,0,1
Activon Extra Gel In 1 x 40 ml container,In 1 x 40 ml container,etofenamate,M02AA06,'Mylan EPD Kft.,VN,0,1
Activon Extra Gel 1 x in 50 ml of glass,1 x in 50 ml of glass,etofenamate,M02AA06,'Mylan EPD Kft.,VN,0,1
Actonel 35 mg film -coated tablets 1 x 40 g in al tube,1 x 40 g in al tube,etofenamate,M02AA06,'Mylan EPD Kft.,VN,0,1
Actonel 35 mg film -coated tablets 1 x 50 g in al tube,1 x 50 g in al tube,etofenamate,M02AA06,'Mylan EPD Kft.,VN,0,1
Actos 15 mg tablets 12 x - in a transparent bubble pack,12 x - in a transparent bubble pack,risedronic acid,M05BA07,'Theramex Ireland Ltd.,J,1,1
Actos 15 mg tablets 4 x - in a transparent bubble pack,4 x - in a transparent bubble pack,risedronic acid,M05BA07,'Theramex Ireland Ltd.,J,1,1
Actos 15 mg tablets 28 x - in bubble packaging,28 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 15 mg tablets 50 x - in bubble packaging,50 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 15 mg tablets 98 x - in bubble packaging,98 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 15 mg tablets 14 x - in bubble packaging,14 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 15 mg tablets 56 x - in bubble packaging,56 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 15 mg tablets 30 x - in bubble packaging,30 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 15 mg tablets 84 x - in bubble packaging,84 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
